"","Subset","BestModelAIC","AIC","BestModelAICc","AICc","BestModelBIC","BIC"
"77",77,"Cubic Poly","-131.182672327928","Cubic Poly","-125.728126873383","Cubic Poly","-127.016605607647"
"78",78,"Cubic Poly","-1.0180056084003","Cubic Poly","7.55342296302828","Cubic Poly","1.80674117890739"
"79",79,"Cubic Poly","-25.6402010599533","Cubic Poly","-5.64020105995326","Cubic Poly","-24.6540781732722"
"80",80,"Cubic Poly","19.5211844295659","Cubic Poly","27.0211844295659","Cubic Poly","22.7164710776422"
"81",81,"Cubic Poly","26.8666747560846","Cubic Poly","38.8666747560846","Cubic Poly","28.8561511200764"
"82",82,"Baranyi","-118.205321806696","Baranyi","-112.205321806696","Baranyi","-114.342378195497"
"83",83,"Baranyi","54.3977815049039","Baranyi","57.3977815049039","Baranyi","60.6882641950113"
"84",84,"Cubic Poly","1.19714241741056","Cubic Poly","4.94714241741056","Cubic Poly","6.65235468420214"
"85",85,"Cubic Poly","19.9984625424583","Cubic Poly","27.4984625424583","Cubic Poly","23.1937491905346"
"86",86,"Cubic Poly","68.691545107221","Cubic Poly","75.3582117738877","Cubic Poly","72.2317961127321"
"87",87,"Cubic Poly","36.2797986832151","Cubic Poly","51.2797986832151","Cubic Poly","37.7927241481853"
